"projection","time","model","scenario","scope","n","aggregation_weight_sum","boundary_distance","boundary_exceedance_tolerance","exposed_fraction","conditional_relative_exceedance","range_wide_relative_exceedance","mean_niche_boundary_exceedance"
"ssp245_2030",2030,NA,"SSP2-4.5","current",13591,223929.571056595,6.38902101297036,0,0.0766180346360118,0.276250886091701,0.0211657999588029,0.135228740693119
"ssp245_2050",2050,NA,"SSP2-4.5","current",13591,223929.571056595,6.38902101297036,0,0.0933045177549043,0.257464914939271,0.0240226397272161,0.1534811500042
"ssp245_2070",2070,NA,"SSP2-4.5","current",13591,223929.571056595,6.38902101297036,0,0.28388865893452,0.152585774333637,0.0433173708480615,0.276755592574895
"ssp245_2090",2090,NA,"SSP2-4.5","current",13591,223929.571056595,6.38902101297036,0,0.789022888799964,0.124867875285652,0.0985236116761988,0.629469425272966
