"scope","n","reference_weight_sum","boundary_quantile","boundary_distance","mean_climate_change_amount","median_climate_change_amount","q90_climate_change_amount","mean_niche_distance_change","median_niche_distance_change","mean_climate_reconfiguration","median_climate_reconfiguration","prop_toward_niche_center","prop_limited_niche_distance_shift","prop_away_from_niche_center","prop_beyond_niche_boundary","prop_niche_convergence","prop_niche_divergence","prop_niche_exceedance","prop_climate_reconfiguration","prop_reconfiguration","prop_stable","prop_mixed_variable_response","prop_outside_niche","mean_niche_boundary_exceedance","median_niche_boundary_exceedance","q90_niche_boundary_exceedance","mean_outside_niche_exceedance","tolerance","tolerance_quantile","stable_climate_change","stable_quantile","stable_reconfiguration","stable_reconfiguration_quantile","boundary_exceedance_tolerance","conflict_ratio"
"current",10374,7265.402686155,0.95,6.6562994605084,4.28265455482409,4.27880088135223,4.50731423637355,2.72592650216491,3.08234749763622,3.08360542648987,2.88355473523922,0,0.0561657774772636,0.943834222522737,0.0880985002362586,0,0.878238025040798,0.0880985002362586,0.0336634747229431,0.0336634747229431,0,0.0364347429065724,0.0880985002362586,0.16764941195195,0,0,0.16764941195195,0.886937582984278,0.1,4.07762519945482,0.25,3.20550130545984,0.25,0,0.25
