"model","scenario","n","aggregation_weight_sum","proportion_with_boundary_exceedance","median_first_boundary_exceedance","mean_boundary_exceedance_projection_fraction"
NA,"SSP2-4.5",13591,223929.571056595,0.789022888799964,2090,0.31070852503135
