"cell","longitude","latitude","sdm_suitability","temperature_mean_current","temperature_range_current","salinity_range_current","ph_mean_current","sea_water_speed_mean_current","sea_water_speed_range_current","temperature_mean_future","temperature_range_future","salinity_range_future","ph_mean_future","sea_water_speed_mean_future","sea_water_speed_range_future"
29024,8.62499940860906,44.0750007629395,0.501458942890167,18.561882019043,13.7760572433472,0.882370889186859,8.08561420440674,0.0946552231907845,0.308748632669449,19.7558097839355,16.3438930511475,1.5520406961441,8.00224685668945,0.109874799847603,0.358369618654251
29125,13.6749992376249,44.0750007629395,0.631951034069061,18.3994636535645,16.4788837432861,3.59588766098022,8.13122367858887,0.0165296401828527,0.031866081058979,19.7839889526367,18.7212219238281,4.47114753723145,8.03773307800293,0.016603471711278,0.059506643563509
29953,12.8249992664044,44.0250007629395,0.58170884847641,17.8909492492676,20.4885711669922,6.19564819335938,8.20381546020508,0.0508291833102703,0.0349476560950279,19.3456287384033,23.0157127380371,7.77342700958252,8.10488605499268,0.0528720319271088,0.0398668795824051
30805,13.174999254554,43.9750007629395,0.626645445823669,17.8927764892578,18.9598197937012,4.54479074478149,8.1738748550415,0.077858567237854,0.0207343809306622,19.3428802490234,21.5692958831787,6.07916116714478,8.07590103149414,0.0812796279788017,0.0124248331412673
30833,14.5749992071524,43.9750007629395,0.565420806407928,18.4061336517334,14.6495504379272,2.66338014602661,8.1055383682251,0.0299091897904873,0.0754031464457512,19.7833614349365,17.5233287811279,3.64149045944214,8.01463985443115,0.0243624579161406,0.0686925426125526
31647,13.0249992596327,43.9250007629395,0.651506304740906,17.9542255401611,20.3012962341309,5.69706678390503,8.18932819366455,0.0401691161096096,0.0181450732052326,19.4032726287842,22.8336601257324,7.18421030044556,8.09088897705078,0.0404482521116734,0.0223111696541309
31659,13.6249992393178,43.9250007629395,0.614086449146271,18.3068504333496,16.7979259490967,4.0051851272583,8.14053726196289,0.027950381860137,0.00516665261238813,19.6801853179932,19.3181438446045,5.15994215011597,8.04592704772949,0.0354894027113914,0.00445341318845749
32419,9.37499938321537,43.8750007629395,0.388250380754471,18.6564922332764,13.7712497711182,0.875048577785492,8.0836763381958,0.0628496930003166,0.0668796747922897,19.8532218933105,16.2231025695801,1.422687292099,7.99964714050293,0.0653778687119484,0.00997979287058115
32496,13.2249992528611,43.8750007629395,0.676327466964722,17.9729919433594,19.5150737762451,4.70471906661987,8.17201328277588,0.0710870400071144,0.00572682823985815,19.418327331543,22.1568012237549,6.25327444076538,8.07412147521973,0.0722513049840927,0.00160408637020737
32542,15.5249991749871,43.8750007629395,0.616001069545746,18.0676250457764,15.7927312850952,1.89596199989319,8.10280323028564,0.0240953918546438,0.0267922952771187,19.5572700500488,19.1663398742676,2.90509557723999,8.0136775970459,0.0174625515937805,0.0227878820151091
33346,13.4749992443965,43.8250007629395,0.658403813838959,18.0785140991211,18.4738254547119,4.0439715385437,8.1568775177002,0.0661902651190758,0.0309996902942657,19.4885730743408,21.3020420074463,5.56304597854614,8.06018447875977,0.0712483748793602,0.0347117558121681
33370,14.6749992037666,43.8250007629395,0.560818493366241,18.5356407165527,14.581768989563,2.67660903930664,8.10402393341064,0.0221565049141645,0.0655449628829956,19.9093742370605,17.470947265625,3.79095602035522,8.01378726959229,0.0198546182364225,0.0362408831715584
34186,13.2249992528611,43.7750007629395,0.725605845451355,18.0948696136475,20.4216537475586,5.06801748275757,8.17032146453857,0.0413529425859451,0.00960544589906931,19.534818649292,22.972375869751,6.56930923461914,8.07230567932129,0.0412969514727592,0.00643698079511522
34197,13.774999234239,43.7750007629395,0.628462553024292,18.2410469055176,17.4671821594238,3.76201891899109,8.14238929748535,0.0562690198421478,0.0161863788962364,19.6101055145264,20.1776332855225,4.8760085105896,8.04791069030762,0.0642949193716049,0.0176358837634325
34925,7.92499943230984,43.7250007629395,0.423955142498016,18.3605632781982,13.2131261825562,0.793742597103119,8.087646484375,0.10956747084856,0.282135456800461,19.5569972991943,15.3330984115601,1.34515380859375,8.0050220489502,0.106008462607861,0.273616254329681
35033,13.3249992494752,43.7250007629395,0.723424315452576,18.1168632507324,20.239688873291,4.88786125183105,8.16748905181885,0.0496317930519581,0.00809987727552652,19.5486488342285,22.8346214294434,6.36449909210205,8.06996822357178,0.0499620661139488,0.00998683180660009
35045,13.9249992291603,43.7250007629395,0.680865705013275,18.3726711273193,16.7970066070557,3.82512426376343,8.12888622283936,0.0351074561476707,0.0345822013914585,19.7134437561035,19.3525543212891,4.65277051925659,8.03617000579834,0.0429639630019665,0.0251189135015011
35792,9.02499939506576,43.6750007629395,0.4583800137043,18.4733581542969,14.0027647018433,0.838201761245728,8.07962989807129,0.0352490097284317,0.0601067915558815,19.647554397583,16.6478710174561,1.38097274303436,7.99572420120239,0.0284343771636486,0.100813448429108
35880,13.4249992460894,43.6750007629395,0.775552988052368,18.195951461792,20.3494663238525,4.82334661483765,8.15884876251221,0.0387422032654285,0.00546078151091933,19.6168689727783,22.9552955627441,6.2872257232666,8.06219291687012,0.0389152280986309,0.00132429832592605
35891,13.9749992274674,43.6750007629395,0.696436524391174,18.3734283447266,16.9660358428955,3.81392765045166,8.12784290313721,0.0426561795175076,0.037331473082304,19.7081203460693,19.5450248718262,4.74552726745605,8.03526496887207,0.050877433270216,0.0429205149412155
36652,9.77499936967206,43.6250007629395,0.369901686906815,18.7727966308594,13.375412940979,0.961354196071625,8.08259677886963,0.0481003038585186,0.0538574494421482,19.9543476104736,15.4024963378906,1.4795024394989,7.9980583190918,0.0510481633245945,0.0988220125436783
36730,13.6749992376249,43.6250007629395,0.823224484920502,18.1880054473877,19.3515605926514,4.17267847061157,8.14072608947754,0.0666310638189316,0.00927235931158066,19.5859642028809,22.2307224273682,5.39801216125488,8.04574680328369,0.0683478266000748,0.00946418661624193
36741,14.2249992190028,43.6250007629395,0.623328745365143,18.5918083190918,15.8384056091309,3.29503202438354,8.11675262451172,0.0221442207694054,0.0340556502342224,19.9187316894531,18.5973682403564,4.2827935218811,8.02578163146973,0.0251493826508522,0.0703411027789116
37581,13.9749992274674,43.5750007629395,0.717855334281921,18.3460960388184,17.5022850036621,3.54268670082092,8.12774658203125,0.0581718720495701,0.0494386069476604,19.6897315979004,20.1912937164307,4.58266115188599,8.03456687927246,0.0679575875401497,0.0693102851510048
37595,14.6749992037666,43.5750007629395,0.522917926311493,18.7177410125732,14.4388446807861,2.68980479240417,8.10472965240479,0.0243332721292973,0.0596707873046398,20.0949516296387,17.1857967376709,3.75205373764038,8.01491355895996,0.0276100020855665,0.0479327477514744
38420,13.6749992376249,43.5250007629395,0.862885653972626,18.2752952575684,19.7009620666504,4.08014678955078,8.13715744018555,0.0315162278711796,0.0264219548553228,19.6734180450439,22.5009803771973,5.20843505859375,8.04200172424316,0.030649658292532,0.037580031901598
38431,14.2249992190028,43.5250007629395,0.687155723571777,18.5859317779541,16.320592880249,3.48225712776184,8.11625385284424,0.0337309241294861,0.0552702881395817,19.9050216674805,18.8152332305908,4.29866647720337,8.02540588378906,0.041295450180769,0.0825408846139908
38452,15.2749991834516,43.5250007629395,0.527415156364441,18.7285976409912,14.5078220367432,2.52428913116455,8.10145854949951,0.0184520799666643,0.0379918292164803,20.2049198150635,17.4126415252686,3.30399656295776,8.01236248016357,0.015910355374217,0.0778823792934418
39267,13.774999234239,43.4750007629395,0.862885355949402,18.2774410247803,19.1950302124023,3.89870572090149,8.135986328125,0.0548920668661594,0.103702791035175,19.6657333374023,22.1446838378906,4.99839305877686,8.04087257385254,0.054783571511507,0.133743315935135
39279,14.3749992139241,43.4750007629395,0.606414318084717,18.6968631744385,15.5855417251587,3.03397417068481,8.11168479919434,0.0262521635740995,0.0515046082437038,20.0305099487305,18.2408428192139,3.92719268798828,8.02150440216064,0.0296889450401068,0.0718389898538589
39306,15.7249991682154,43.4750007629395,0.496181160211563,18.7218799591064,14.2262659072876,2.39180755615234,8.09874820709229,0.0164816528558731,0.0101385880261659,20.2072315216064,17.1069240570068,3.22266840934753,8.00996208190918,0.00703935232013465,0.00200989539735019
39922,4.27499955589249,43.4250007629395,0.851218938827515,16.535343170166,14.6407470703125,3.3851432800293,8.09049510955811,0.0414102151989937,0.0190251059830189,17.6597385406494,16.5007991790771,3.8526074886322,8.00141525268555,0.0468888655304909,0.00446960888803005
40111,13.7249992359319,43.4250007629395,0.86291378736496,18.3154640197754,19.5535793304443,3.8633975982666,8.13524627685547,0.0389261208474636,0.0538955815136433,19.7067222595215,22.4115295410156,4.99311876296997,8.04016304016113,0.0378331243991852,0.0704973265528679
40123,14.324999215617,43.4250007629395,0.652939140796661,18.661600112915,16.020486831665,3.2057056427002,8.11422920227051,0.0340404361486435,0.0747546553611755,19.983585357666,18.4906978607178,4.05342435836792,8.02366256713867,0.0423556938767433,0.109404809772968
40149,15.6249991716012,43.4250007629395,0.511914730072021,18.800235748291,14.4530687332153,2.50818562507629,8.09994316101074,0.0141120851039886,0.00481685111299157,20.274435043335,17.3754653930664,3.27333974838257,8.01111507415771,0.0100417882204056,0.00739545840770006
40763,4.07499956266414,43.3750007629395,0.752715468406677,16.8815593719482,13.9617729187012,2.76341462135315,8.09112453460693,0.035641435533762,0.085585318505764,17.9897212982178,15.8792572021484,3.70338106155396,8.00204086303711,0.0421877428889275,0.0831321999430656
40780,4.92499953388463,43.3750007629395,0.878940284252167,16.4970378875732,14.1236371994019,3.79498672485352,8.08190822601318,0.0510093718767166,0.0124649778008461,17.6929397583008,15.8590812683105,4.17983818054199,7.99235773086548,0.0528681054711342,0.00574852945283055
40966,14.2249992190028,43.3750007629395,0.706982314586639,18.5865211486816,16.6013526916504,3.45413875579834,8.11620330810547,0.0410873144865036,0.0623446218669415,19.9096164703369,19.1090908050537,4.45198249816895,8.02502155303955,0.0546268075704575,0.0860594734549522
40985,15.1749991868375,43.3750007629395,0.508380711078644,18.8099937438965,14.5361671447754,2.39698052406311,8.10180282592773,0.0168109927326441,0.0362145863473415,20.2830505371094,17.503454208374,3.18999600410461,8.01241683959961,0.0133014703169465,0.00311893527396022
41604,3.8749995694358,43.3250007629395,0.741662263870239,16.9786968231201,13.830792427063,2.57062745094299,8.08935642242432,0.0242419485002756,0.0951983034610748,18.078462600708,15.7925615310669,3.4683883190155,7.99981021881104,0.0299186185002327,0.0966073051095009
