"scope","n","reference_weight_sum","boundary_quantile","boundary_distance","mean_climate_change_amount","median_climate_change_amount","q90_climate_change_amount","mean_niche_distance_change","median_niche_distance_change","prop_niche_convergence","prop_niche_divergence","prop_niche_exceedance","prop_climate_reconfiguration","prop_reconfiguration","prop_stable","prop_mixed_variable_response","prop_outside_niche","mean_niche_boundary_exceedance","mean_outside_niche_exceedance","tolerance","tolerance_quantile","stable_climate_change","stable_quantile","stable_reconfiguration","stable_reconfiguration_quantile","boundary_exceedance_tolerance","conflict_ratio"
"current",12954,8733.76925619581,0.95,5.41858764771251,3.83770806839593,3.82623847799009,4.12324830801493,2.42881157501525,2.7338016716557,0,0.752920933603932,0.181955934039924,0.0651231323561444,0.0651231323561444,0,0.0666776337404566,0.181955934039924,0.193459922096825,0.193459922096825,1.08493976352002,0.1,3.70937745705327,0.25,2.2814574615655,0.25,0,0.25
