"scientificName","longitude","latitude","eventDate"
"Engraulis encrasicolus",1.82,41.13,"1995-05-11"
"Engraulis encrasicolus",2.85,39.24,"2007-06-27"
"Engraulis encrasicolus",0.54,40.36,"2008-05-28"
"Engraulis encrasicolus",34.729586,32.051985,"2011-05-27"
"Engraulis encrasicolus",16.285333333,43.043833333,"1982-04-13"
"Engraulis encrasicolus",4.3967,43.2425,"1985-06-23"
"Engraulis encrasicolus",-1.27,36.67,"1911-08-09T04:00:00"
"Engraulis encrasicolus",16.03558559,42.72938396,"1986"
"Engraulis encrasicolus",2.38,41.17,"1910-08-30T02:45:00"
"Engraulis encrasicolus",0.31,39.87,"1998-05-30"
"Engraulis encrasicolus",0.34,40.1,"2001-06-12"
"Engraulis encrasicolus",0.5,40.32,"1994-06-14"
"Engraulis encrasicolus",15.32,37.85,"1910-08-19T20:15:00"
"Engraulis encrasicolus",16.03558559,42.72938396,"1989"
"Engraulis encrasicolus",16.285333333,43.043833333,"1979-07-15"
"Engraulis encrasicolus",16.03558559,42.72938396,"2010"
"Engraulis encrasicolus",35.433333333,34.2,"1973-06/1982-12"
"Engraulis encrasicolus",8.57,43.83,"1910-07-02T10:00:00"
"Engraulis encrasicolus",0.18,38.99,"2001-05-28"
"Engraulis encrasicolus",34.729586,32.051985,"2000-07-31"
"Engraulis encrasicolus",34.745893,32.088642,"2000-04-28"
"Engraulis encrasicolus",21.5,35.83,"1911-08-26T21:00:00"
"Engraulis encrasicolus",10.3579998016,34.0079994202,"2000-05-29T12:00:00Z"
"Engraulis encrasicolus",3.765,42.9267,"1983-06-11"
"Engraulis encrasicolus",16.03558559,42.72938396,"1987"
"Engraulis encrasicolus",16.285333333,43.043833333,"1996-04-29"
"Engraulis encrasicolus",16.03558559,42.72938396,"1967"
"Engraulis encrasicolus",0.39,38.64,"1998-05-19"
"Engraulis encrasicolus",16.285333333,43.043833333,"2016-05-25"
"Engraulis encrasicolus",16.03558559,42.72938396,"1992"
"Engraulis encrasicolus",2.2497,39.4483,"2005-06-20"
"Engraulis encrasicolus",-0.57,38.01,"2007-06-01"
"Engraulis encrasicolus",34.820824,32.312507,"2009-08-06"
"Engraulis encrasicolus",34.93206,32.758822,"2009-11-30"
"Engraulis encrasicolus",0.73,39.83,"1998-05-29"
"Engraulis encrasicolus",1.87,41.17,"2005-05-28"
